FirstAuthor	CoAuthors	Label	RT	Date	Title	Subject
Diana Bogorodskaya	['Joshua S. McLane', 'Lee A. Ligon']	female	1	2019-03-31	Dual-matrix 3D culture system as a biomimetic model of epithelial tissues	Cell
S. Thirupathi Reddy	['Luis Felipe Santos Mendes', 'Natalia Aparecida Fontana', 'Antonio José Costa-Filho']	unknown	0	2019-03-31	Exploring Structural Aspects of the Human Golgi Matrix Protein GRASP55 in Solution	Biophysics
Rashmi Chandra	['Lisa Li', 'Zahabiya Husain', 'Shashwat Mishra', 'Joy Alcedo']	female	1	2019-03-31	Axonal Transport Of An Insulin-Like Peptide Mrna Promotes Stress Recovery In C. Elegans	Neuroscience
Julie Loh	['Jophin Joseph', 'Mei-Chun Chuang', 'Shan-Shan Lin', 'Yu-Chen Chang', 'You-An Su', 'Allen P. Liu', 'Ya-Wen Liu']	ambiguous	1	2019-03-31	Acute decrease in plasma membrane tension induces macropinocytosis via PLD2 activation	Cell
Diana Bogorodskaya	['Lee A. Ligon']	female	1	2019-03-31	Septins Coordinate with Microtubules and Actin to Initiate Cell Morphogenesis	Cell
Arsa Thammahong	['Sourabh Dhingra', 'Katherine M. Bultman', 'Joshua Kerkaert', 'Robert A. Cramer']	unknown	0	2019-03-31	A Ssd1 homolog impacts trehalose and chitin biosynthesis and contributes to virulence in Aspergillus fumigatus	Microbiology
Manuel Razo-Mejia	['Rob Phillips']	male	0	2019-03-31	First-principles prediction of the information processing capacity of a simple genetic circuit	Biophysics
Kai Wang	['Timo Sipilä', 'Sitaram Rajaraman', 'Omid Safronov', 'Pia Laine', 'Agate Auzane', 'Alfredo Mari', 'Petri Auvinen', 'Lars Paulin', 'Eric Kemen', 'Jarkko Salojärvi', 'Kirk Overmyer']	female	1	2019-03-31	A novel phyllosphere resident Protomyces species that interacts with the Arabidopsis immune system	Microbiology
Malin Ueberschär	['Huazhen Wang', 'Chun Zhang', 'Enen Guo', 'Eric C. Lai', 'Jiayu Wen', 'Qi Dai']	female	1	2019-03-31	BEN-solo factors partition active chromatin to ensure proper gene activation in Drosophila	Developmental
Tom Schroeder	[]	male	0	2019-03-31	Pre-Settlement Forests around Puget Sound: Eyewitness Evidence	Plant
Ru-Yuan Zhang	['Xue-Xin Wei', 'Kendrick Kay']	unknown	0	2019-03-31	Understanding multivariate brain activity: evaluating the effect of voxelwise noise correlations on population codes in functional magnetic resonance imaging	Neuroscience
Hermany Munguba	['Kasra Nikouei', 'Hannah Hochgerner', 'Polina Oberst', 'Alexandra Kouznetsova', 'Jesper Ryge', 'Renata Batista-Brito', 'Ana Belén Munoz-Manchado', 'Jennie Close', 'Sten Linnarsson', 'Jens Hjerling-Leffler']	unknown	0	2019-03-31	Transcriptional maintenance of cortical somatostatin interneuron subtype identity during migration	Neuroscience
Rakesh Nanjappa	['Robert M. McPeek']	male	0	2019-03-31	Microsaccades and attention in a high-acuity visual alignment task	Neuroscience
Sara J Hussain	['Leonardo G Cohen', 'Marlene Bönstrup']	female	1	2019-03-31	Beta rhythm events predict corticospinal motor output	Neuroscience
Keun Pyo Lee	['Kaiwei Liu', 'Eun Yu Kim', 'Laura Medina-Puche', 'Jianli Duan', 'Yingrui Li', 'Haihong Dong', 'Ruiqing Lv', 'Zihao Li', 'Rosa Lozano-Duran', 'Chanhong Kim']	ambiguous	1	2019-03-31	PLANT NATRIURETIC PEPTIDE A antagonizes salicylic acid-primed cell death	Plant
Emily J. Warner	['Krishnan Padmanabhan']	female	1	2019-03-31	Sex Differences in Head-fixed Running Behavior	Neuroscience
Hongjie Li	['Tongchao Li', 'Felix Horns', 'Jiefu Li', 'Qijing Xie', 'Chuanyun Xu', 'Bing Wu', 'Justus M. Kebschull', 'David Vacek', 'Anthony Xie', 'David J. Luginbuhl', 'Stephen R. Quake', 'Liqun Luo']	unknown	0	2019-03-31	Coordinating Receptor Expression and Wiring Specificity in Olfactory Receptor Neurons	Neuroscience
Chandler Gatenbee	['Jeffrey West', 'Annie M. Baker', 'Nafia Guljar', 'Louise Jones', 'Trevor A. Graham', 'Mark Robertson-Tessi', 'Alexander R. A. Anderson']	male	0	2019-03-31	Macrophage-mediated immunoediting drives ductal carcinoma evolution: Space is the game changer	Cancer
Benedetta Bolognesi	['Andre J. Faure', 'Mireia Seuma', 'Jörn M. Schmiedel', 'Gian Gaetano Tartaglia', 'Ben Lehner']	female	1	2019-03-31	The mutational landscape of a prion-like domain	Genetics
Deepthi Shankaran	['A Prabhakar', 'Sheetal Gandotra', 'Vivek Rao']	unknown	0	2019-03-31	Modern clinical Mtb strains leverage the type I IFN pathway for a pro-inflammatory response in the host	Immunology
Ashley M. Rasys	['Sungdae Park', 'Rebecca E. Ball', 'Aaron J. Alcala', 'James D. Lauderdale', 'Douglas B. Menke']	ambiguous	1	2019-03-31	CRISPR-Cas9 Gene Editing in Lizards Through Microinjection of Unfertilized Oocytes	Genetics
Dimitrios Doultsinos	['Mari McMahon', 'Konstantinos Voutetakis', 'Joanna Obacz', 'Raphael Pineau', 'Florence Jouan', 'Pierre-Jean Le Reste', 'Akram Obiedat', 'Juhi Samal', 'John B. Patterson', 'Qingping Zheng', 'Afshin Samali', 'Abhay Pandit', 'Boaz Tirosh', 'Aristotelis Chatziioannou', 'Eric Chevet', 'Tony Avril']	male	0	2019-03-31	Constitutive IRE1α signaling maintains glioblastoma cell differentiation	Cancer
Kaire Loit	['Kalev Adamson', 'Mohammad Bahram', 'Rasmus Puusepp', 'Sten Anslan', 'Riinu Kiiker', 'Rein Drenkhan', 'Leho Tedersoo']	female	1	2019-03-30	Relative performance of Oxford Nanopore MinION vs. Pacific Biosciences Sequel third-generation sequencing platforms in identification of agricultural and forest pathogens	Microbiology
Pablo Catalán	['Santiago F. Elena', 'José A. Cuesta', 'Susanna Manrubia']	male	0	2019-03-30	Parsimonious scenario for the emergence of viroid-like replicons de novo	Evolutionary
René Schwesig	['Stephan Schulze', 'Lars Reinhardt', 'Kevin G. Laudner', 'Karl-Stefan Delank', 'Souhail Hermassi']	male	0	2019-03-30	Differences in player position running velocity at lactate thresholds among male professional German soccer players	Physiology
Sarah J. Benjamin	['Kelly L. Hawley', 'Paola Vera-Licona', 'Carson J. La Vake', 'Jorge L. Cervantes', 'Rachel Burns', 'Oscar Luo', 'Yijun Ruan', 'Melissa J. Caimano', 'Justin D. Radolf', 'Juan C. Salazar']	female	1	2019-03-30	Macrophage mediated recognition and clearance of Borrelia burgdorferinelicits MyD88-dependent and -independent phagosomal signals that contribute to phagocytosis and inflammation	Immunology
Kamal Barley	['Anuj Mubayi', 'Muntaser Safan', 'Carlos Castillo-Chavez']	male	0	2019-03-30	A Comparative Assessment of Visceral Leishmaniasis Burden in Two Eco-epidemiologically Different Countries, India and Sudan	Epidemiology
Show Inami	['Shoma Sato', 'Shu Kondo', 'Hiromu Tanimoto', 'Toshihiro Kitamoto', 'Takaomi Sakai']	unknown	0	2019-03-30	Environmental light is required for maintenance of long-term memory in Drosophila	Neuroscience
Jesse E Bucksot	['Andrew J Wells', 'Kimiya C Rahebi', 'Vishnoukumaar Sivaji', 'Mario Romero-Ortega', 'Michael P Kilgard', 'Robert L Rennaker', 'Seth A Hays']	ambiguous	1	2019-03-30	Flat Electrode Contacts for Peripheral Nerve Stimulation	Bioengineering
Diego Borges-Rivera	[]	male	0	2019-03-30	Euplotid: A quantized geometric model of the eukaryotic cell	Biophysics
Chia-En Wong	['Kuen-Jer Tsai']	unknown	0	2019-03-30	TDP-43 proteinopathy impairs neuronal mRNP granule mediated postsynaptic local translation and mRNA metabolism	Neuroscience
Evangelos Sotiriou	['Fevronia Angelatou', 'Costas Papatheodoropoulos']	male	0	2019-03-30	Increased molecular plasticity along the septotemporal axis of the hippocampus is associated with network functioning	Neuroscience
Erica Tagliatti	['Oscar D. Bello', 'Philipe R. F. Mendonça', 'Dimitrios Kotzadimitriou', 'Elizabeth Nicholson', 'Jeff Coleman', 'Yulia Timofeeva', 'James E. Rothman', 'Shyam S. Krishnakumar', 'Kirill E. Volynski']	female	1	2019-03-30	Synaptotagmin 1 oligomers clamp and regulate different modes of neurotransmitter release	Neuroscience
Matteo Rizzuto	['Shawn J. Leroux', 'Eric Vander Wal', 'Yolanda F. Wiersma', 'Travis R. Heckford', 'Juliana Balluffi-Fry']	male	0	2019-03-30	Patterns and potential drivers of intraspecific variability in the body elemental composition of a terrestrial consumer, the snowshoe hare (Lepus americanus)	Ecology
Yuan Qi	['Youhan Fang', 'David. R. Sinclair', 'Shangqin Guo', 'Meritxell Alberich-Jorda', 'Jun Lu', 'Daniel G. Tenen', 'Michael G. Kharas', 'Saumyadipta Pyne']	ambiguous	1	2019-03-30	High-Speed Automatic Characterization of Rare Events in Flow Cytometric Data	Bioinformatics
Sujin Kwon	['Susan S. Kim', 'Howard E. Nebeck', 'Eun Hyun Ahn']	unknown	0	2019-03-30	Immortalization of different breast epithelial cell types results in distinct mitochondrial mutagenesis	Genomics
Jean-Baptiste Pingault	['Frühling Rijsdijk', 'Tabea Schoeler', 'Shing Wan Choi', 'Saskia Selzam', 'Eva Krapohl', 'Paul F. O’Reilly', 'Frank Dudbridge']	unknown	0	2019-03-30	Estimating the sensitivity of associations between risk factors and outcomes to shared genetic effects	Genetics
Siobhán O’Brien	['Rolf Kümmerli', 'Steve Paterson', 'Craig Winstanley', 'Michael A. Brockhurst']	unknown	0	2019-03-30	Transposable temperate phages promote the evolution of divergent social strategies in Pseudomonas aeruginosa populations	Evolutionary
Zachery D. Zbinden	[]	male	0	2019-03-30	Spatiotemporal Dynamics of Stream Fish Assemblages Over Four Decades	Ecology
Fabiana Cerqueira Campos	['Hervé Alégot', 'Cynthia Dennis', 'Cornelia Fritsch', 'Adam Isabella', 'Pierre Pouchin', 'Olivier Bardot', 'Sally Horne-Badovinac', 'Vincent Mirouse']	female	1	2019-03-30	Oriented basement membrane fibrils provide a memory for F-actin planar polarization via the Dystrophin-Dystroglycan complex during tissue elongation	Developmental
Flora Paldi	['Bonnie Alver', 'Daniel Robertson', 'Stephanie A. Schalbetter', 'Alastair Kerr', 'David A. Kelly', 'Matthew J. Neale', 'Jonathan Baxter', 'Adele L. Marston']	female	1	2019-03-30	Convergent genes shape budding yeast pericentromeres	Cell
Carlos J. Díaz Osterman	['Duygu Ozmadenci', 'Elizabeth G. Kleinschmidt', 'Kristin N. Taylor', 'Allison M. Barrie', 'Shulin Jiang', 'Lisa M. Bean', 'Florian J. Sulzmaier', 'Christine Jean', 'Isabelle Tancioni', 'Kristen Anderson', 'Sean Uryu', 'Edward A. Cordasco', 'Jian Li', 'Xiao Lei Chen', 'Guo Fu', 'Marjaana Ojalill', 'Pekka Rappu', 'Jyrki Heino', 'Adam M. Mark', 'Guorong Xu', 'Kathleen M. Fisch', 'Vihren N. Kolev', 'David T. Weaver', 'Jonathan A. Pachter', 'Balázs Győrffy', 'Michael T. McHale', 'Denise C. Connolly', 'Alfredo Molinolo', 'Dwayne G. Stupack', 'David D. Schlaepfer']	male	0	2019-03-30	FAK activity sustains intrinsic and acquired ovarian cancer resistance to platinum chemotherapy	Cancer
Jing Meng	['Brandon Victor', 'Zhen He', 'Agus Salim']	ambiguous	1	2019-03-30	DeepSSV: detecting somatic small variants in paired tumor and normal sequencing data with convolutional neural network	Bioinformatics
Tommaso Di Ianni	['Rajendran J.C. Bose', 'Uday K. Sukumar', 'Sunitha Bachawal', 'Huaijun Wang', 'Arsenii Telichko', 'Carl D. Herickhoff', 'Elise Robinson', 'Sam Baker', 'José G. Vilches-Moure', 'Stephen A. Felt', 'Sanjiv S. Gambhir', 'Ramasamy Paulmurugan', 'Jeremy D. Dahl']	male	0	2019-03-30	Ultrasound- and microbubble-mediated targeted delivery of therapeutic microRNA-loaded nanocarriers to deep liver and kidney tissues in pigs	Bioengineering
Guillaume Witz	['Erik J van Nimwegen', 'Thomas Julou']	male	0	2019-03-30	Initiation of chromosome replication controls both division and replication cycles in E. coli through a double-adder mechanism	Systems
Tomomichi Iizuka	['Makoto Fukasawa', 'Masashi Kameyama']	unknown	0	2019-03-30	Deep learning-based imaging classification identified cingulate island sign in dementia with Lewy bodies	Neuroscience
Sree I. Motipally	['Kathryne M. Allen', 'Daniel K. Williamson', 'Gary Marsat']	unknown	0	2019-03-30	Differences in sodium channel densities in the apical dendrites of pyramidal cells of the electrosensory lateral line lobe	Neuroscience
Ann-Kathrin Zaiser	['Patric Meyer', 'Regine Bader']	unknown	0	2019-03-30	Feature overlap modulates rapid semantic but not lexical integration of novel associations by means of fast mapping	Neuroscience
Andrew Dieterich	['Prachi Srivastava', 'Aitesam Sharif', 'Karina Stech', 'Benjamin A. Samuels']	male	0	2019-03-30	Chronic corticosterone administration induces negative valence and impairs positive valence behaviors in mice	Neuroscience
Aude Bernheim	['David Bikard', 'Marie Touchon', 'Eduardo PC Rocha']	female	1	2019-03-30	Co-occurrence of multiple CRISPRs and cas clusters suggests epistatic interactions	Genomics
Jeffrey L. Neyhart	['Aaron J. Lorenz', 'Kevin P. Smith']	male	0	2019-03-30	Multi-Trait Improvement by Predicting Genetic Correlations in Breeding Crosses	Genetics
Polina Yu. Novikova	['Ian G. Brennan', 'William Booker', 'Michael Mahony', 'Paul Doughty', 'Alan R. Lemmon', 'Emily Moriarty Lemmon', 'Levi Yant', 'Yves Van de Peer', 'J. Scott Keogh', 'Stephen C. Donnellan']	female	1	2019-03-30	Whole genome duplication potentiates inter-specific hybridisation and niche shifts in Australian burrowing frogs Neobatrachus	Evolutionary
Philip G. Cox	['Philip J.R. Morris', 'Andrew C. Kitchener']	male	0	2019-03-30	Population fragmentation leads to morpho-functional variation in British red squirrels (Sciurus vulgaris)	Evolutionary
Colin J. Boyle	['Claire A. Higgins', 'Marc A. Masen', 'Spyros D. Masouros']	male	0	2019-03-30	Pressure equalisation as a principle for designing support surfaces to prevent deep tissue pressure ulcers	Bioengineering
Beatriz Peñalver Bernabé	['Teresa Woodruff', 'Linda J Broadbelt', 'Lonnie D Shea']	female	1	2019-03-30	Ligands, receptors and transcription factors that mediate inter-cellular and intra-cellular communication during ovarian follicle development	Systems
Luísa Czamanski Nora	['Maren Wehrs', 'Joonhoon Kim', 'Jan-Fang Cheng', 'Angela Tarver', 'Blake A. Simmons', 'Jon Magnuson', 'Miranda Harmon-Smith', 'Rafael Silva-Rocha', 'John M. Gladden', 'Aindrila Mukhopadhyay', 'Jeffrey M. Skerker', 'James Kirby']	female	1	2019-03-30	A toolset of constitutive promoters for metabolic engineering of Rhodosporidium toruloides	Synthetic
Zach Werkhoven	['Christian Rohrsen', 'Chuan Qin', 'Björn Brembs', 'Benjamin de Bivort']	male	0	2019-03-30	MARGO (Massively Automated Real-time GUI for Object-tracking), a platform for high-throughput ethology	Neuroscience
Zachary T. Pennington	['Zhe Dong', 'Regina Bowler', 'Yu Feng', 'Lauren Vetere', 'Tristan Shuman', 'Denise J. Cai']	male	0	2019-03-30	ezTrack: An open-source video analysis pipeline for the investigation of animal behavior	Neuroscience
Abhijith Mundanad Narayanan	['Alexander Bertrand']	unknown	0	2019-03-30	Analysis of miniaturization effects and channel selection strategies for EEG sensor networks with application to auditory attention detection	Neuroscience
Slawomir Kubik	['Drice Challal', 'Maria Jessica Bruzzone', 'René Dreos', 'Stefano Mattarocci', 'Philipp Bucher', 'Domenico Libri', 'David Shore']	unknown	0	2019-03-30	Opposing chromatin remodelers control transcription initiation frequency and start site selection	Molecular
Klara Szigeti-Buck	['Laura Manuelidis']	female	1	2019-03-30	Prokaryotic SPHINX sequences are conserved in mammalian brain and participate in neurodegeneration	Evolutionary
Hugo Cayuela	['Richard A. Griffiths', 'Nurul Zakaria', 'Jan W. Arntzen', 'Pauline Priol', 'Jean-Paul Léna', 'Aurélien Besnard', 'Pierre Joly']	male	0	2019-03-30	Drivers of amphibian population dynamics and asynchrony at local and continental scales	Ecology
Santiago Ortega	['Cristina Rodríguez', 'Hugh Drummond']	male	0	2019-03-30	Severely stressful natal environment does not impact lifetime reproductive success of adult boobies	Ecology
Yu Du	['Gauri Khandekar', 'Jessica Llewellyn', 'William Polacheck', 'Christopher S. Chen', 'Rebecca G. Wells']	ambiguous	1	2019-03-30	A Bile Duct-on-a-Chip with Organ-Level Functions	Bioengineering
Abhishek Mallela	['Maulik K. Nariya', 'Eric J. Deeds']	unknown	0	2019-03-30	Crosstalk and Ultrasensitivity in Protein Degradation Pathways	Systems
Enrique Arboleda	['Martin Zurl', 'Kristin Tessmar-Raible']	male	0	2019-03-30	Differential impacts of the head on Platynereis dumerilii peripheral circadian rhythms	Physiology
Hanyuan Shen	['Zhipeng Qu', 'Yuka Harata-Lee', 'Jian Cui', 'Thazin Nwe Aung', 'Wei Wang', 'R. Daniel Kortschak', 'David L. Adelson']	unknown	0	2019-03-30	A new strategy for identifying mechanisms of drug-drug interaction using transcriptome analysis: Compound Kushen injection as a proof of principle	Pharmacology
Luuk N. van Oosten	['Christian D. Klein']	male	0	2019-03-30	PhenoMS-ML: Phenotypic Screening by Mass Spectrometry and Machine Learning	Pharmacology
Yanjun Kou	['Yunlong He', 'Jiehua Qiu', 'Shu Yazhou', 'Fan Yang', 'YiZhen Deng', 'Naweed I. Naqvi']	unknown	0	2019-03-30	Mitochondrial dynamics and mitophagy are necessary for proper invasive growth in Rice Blast	Pathology
Aric C. Madayag	['Devan Gomez', 'Eden M. Anderson', 'Anna E. Ingebretson', 'Mark J. Thomas', 'Matthew Hearing']	male	0	2019-03-30	Cell-type and region-specific nucleus accumbens AMPAR plasticity associated with morphine reward, reinstatement, and spontaneous withdrawal	Neuroscience
Robin Mesnage	['Caroline I. Le Roy', 'Martina Biserni', 'Bernard Salles', 'Michael N. Antoniou']	ambiguous	1	2019-03-30	Relationship between faecal microbiota and plasma metabolome in rats fed NK603 and MON810 GM maize from the GMO90+ study	Molecular
Jan Claesen	['Jennifer B Spagnolo', 'Stephany Flores Ramos', 'Kenji L Kurita', 'Allyson L Byrd', 'Alexander A Aksenov', 'Alexey V Melnik', 'Weng R Wong', 'Shuo Wang', 'Ryan D Hernandez', 'Mohamed S Donia', 'Pieter C Dorrestein', 'Heidi H Kong', 'Julia A Segre', 'Roger G Linington', 'Michael A Fischbach', 'Katherine P Lemon']	ambiguous	1	2019-03-30	Cutibacterium acnes antibiotic production shapes niche competition in the human skin microbiome	Microbiology
Denis Tamiev	['Alyssa Lantz', 'Grace Vezeau', 'Howard Salis', 'Nigel Reuel']	male	0	2019-03-30	Controlling Heterogeneity and Increasing Titer from Riboswitch-Regulated Bacillus subtilis Spores for Time-Delayed Protein Expression Applications	Microbiology
David U. Gorkin	['Yunjiang Qiu', 'Ming Hu', 'Kipper Fletez-Brant', 'Tristin Liu', 'Anthony D. Schmitt', 'Amina Noor', 'Joshua Chiou', 'Kyle J Gaulton', 'Jonathan Sebat', 'Yun Li', 'Kasper D. Hansen', 'Bing Ren']	male	0	2019-03-30	Common DNA sequence variation influences 3-dimensional conformation of the human genome	Genomics
Ben Ashby	[]	male	0	2019-03-30	Antagonistic Coevolution Between Hosts and Sexually Transmitted Infections	Evolutionary
Yuping Li	['Dmitri A. Petrov', 'Gavin Sherlock']	unknown	0	2019-03-30	Single Nucleotide Mapping of the Locally Accessible Trait Space in Yeast Reveals Pareto Fronts that Constrain Initial Adaptation	Evolutionary
Ranjani Murali	['James Hemp', 'Victoria Orphan', 'Yonatan Bisk']	unknown	0	2019-03-30	FIND: Identifying Functionally and Structurally Important Features in Protein Sequences with Deep Neural Networks	Bioinformatics
Arianna Lockhart	['Vanessa Borges Pires', 'Fabio Bento', 'Vanessa Kellner', 'Sarah Luke-Glaser', 'Brian Luke']	female	1	2019-03-30	RNase H1 and H2 are differentially regulated to eliminate RNA-DNA hybrids	Molecular
Kwan Yin Lee	['Anand Chopra', 'Kyle Biggar', 'Marc D. Meneghini']	ambiguous	1	2019-03-30	An essential RNA-binding lysine residue in the Nab3 RRM domain undergoes mono and trimethylation	Molecular
Anna A. Shiriaeva	['Ekaterina Savitskaya', 'Kirill A. Datsenko', 'Irina O. Vvedenskaya', 'Iana Fedorova', 'Natalia Morozova', 'Anastasia Metlitskaya', 'Anton Sabantsev', 'Bryce E. Nickels', 'Konstantin Severinov', 'Ekaterina Semenova']	female	1	2019-03-30	Detection of Spacer Precursors Formed In Vivo During Primed CRISPR Adaptation	Microbiology
Divyesh Patel	['Manthan Patel', 'Umashankar Singh']	unknown	0	2019-03-30	CGGBP1 regulates chromatin barrier activity and CTCF occupancy at repeats	Genomics
Jorge L. Del-Aguila	['Zeran Li', 'Umber Dube', 'Kathie A. Mihindukulasuriya', 'John P Budde', 'Maria Victoria Fernandez', 'Laura Ibanez', 'Joseph Bradley', 'Fengxian Wang', 'Kristy Bergmann', 'Richard Davenport', 'John C. Morris', 'David M. Holtzman', 'Richard J. Perrin', 'Bruno A. Benitez', 'Joseph Dougherty', 'Carlos Cruchaga', 'Oscar Harari']	male	0	2019-03-30	Single- nuclei RNA sequencing from human brain to study for Mendelian and sporadic AD	Genomics
Al Erives	[]	male	0	2019-03-30	An axiomatic basis for maximal homology alignment	Genetics
JDP Rhodes	['A Feldmann', 'B Hernández-Rodríguez', 'N Díaz', 'JM Brown', 'NA Fursova', 'NP Blackledge', 'P Prathapan', 'P Dobrinic', 'M Huseyin', 'A Szczurek', 'K Kruse', 'KA Nasmyth', 'VJ Buckle', 'JM Vaquerizas', 'RJ Klose']	unknown	0	2019-03-30	Cohesin disrupts polycomb-dependent chromosome interactions	Genetics
Jonathan Karisa	['Simon Muriu', 'Donwilliams Omuoyo', 'Boniface Karia', 'Doris Nyamwaya', 'Martin Rono', 'George Warimwe', 'Joseph Mwangangi', 'Charles Mbogo']	male	0	2019-03-30	Urban ecology of arboviral mosquito vectors along the Kenyan coast	Ecology
Samantha K. Dawson	['Mari Jönsson']	female	1	2019-03-30	Just how big is intraspecific trait variation in fungal fruit bodies?	Ecology
Gopika SenthilKumar	['Justin H. Skiba', 'Randall J. Kimple']	unknown	0	2019-03-30	High-throughput quantitative detection of basal autophagy and autophagic flux using image cytometry	Cell
Nicholas Franzese	['Adam Groce', 'T. M. Murali', 'Anna Ritz']	male	0	2019-03-30	Connectivity Measures for Signaling Pathway Topologies	Bioinformatics
Jianglin Feng	['Aakrosh Ratan', 'Nathan C. Sheffield']	unknown	0	2019-03-30	Augmented Interval List: a novel data structure for efficient genomic interval search	Bioinformatics
Rujin Wang	['Dan-Yu Lin', 'Yuchao Jiang']	unknown	0	2019-03-30	SCOPE: a normalization and copy number estimation method for single-cell DNA sequencing	Bioinformatics
Mirko Bonfanti	['Gaia Franzetti', 'Gabriele Maritati', 'Shervanthi Homer-Vanniasinkam', 'Stavroula Balabani', 'Vanessa Díaz-Zuccarini']	male	0	2019-03-30	Patient-specific haemodynamic simulations of complex aortic dissections informed by commonly available clinical datasets	Bioengineering
Joseph H. Lobel	['Ryan W. Tibble', 'John D. Gross']	male	0	2019-03-30	Pat1 activates late steps in mRNA decay by multiple mechanisms	Biochemistry
Michael DeNieu	['Kristin Mounts', 'Mollie Manier']	male	0	2019-03-30	Two gut microbes are necessary and sufficient for normal cognition in Drosophila melanogaster	Animal
Cécile Crosnier	['Anna V. Protasio', 'Gabriel Rinaldi', 'Shona Wilson', 'Matthew Berriman', 'Gavin J. Wright']	female	1	2019-03-30	A library of cell-surface and secreted proteins from Schistosoma mansoni identifies early serological markers of infection	Immunology
Enda Byrne	"['Zhihong Zhu', 'Ting Qi', 'Nathan Skene', 'Julien Bryois', 'Antonio Pardinas', 'Eli Stahl', 'Jordan Smoller', 'Marcella Rietschel', 'Bipolar Working Group of the Psychiatric Genomics', 'Major Depressive Disorder Working Group of the Psy', 'Michael Owen', 'James Walters', ""Michael O'Donovan"", 'John McGrath', 'Jens Hjerling-Leffler', 'Patrick Sullivan', 'Michael Goddard', 'Peter M Visscher', 'Jian Yang', 'Naomi R. Wray']"	male	0	2019-03-30	Conditional GWAS analysis identifies putative disorder-specific SNPs for psychiatric disorders	Genetics
Diptavo Dutta	['Sarah A. Gagliano Taliun', 'Joshua S. Weinstock', 'Matthew Zawistowski', 'Carlo Sidore', 'Lars G. Fritsche', 'Francesco Cucca', 'David Schlessinger', 'Gonçalo R. Abecasis', 'Chad M. Brummett', 'Seunggeun Lee']	unknown	0	2019-03-30	Meta-MultiSKAT: Multiple phenotype meta-analysis for region-based association test	Genetics
